type,title,cast,country,date_added,release_year,rating,listed_in,id,duration_int,duration_type,score
movie,day of destiny,"olumide oworu, denola grey, gbemi akinlade, jide kosoko, ireti doyle, norbert young, toyin abraham, blossom chukwujekwu, broda shaggi, ini dima-okojie, deyemi okanlawon",,2021-07-13,2021,tv-pg,"children & family movies, dramas, international movies",ns472,110,min,3.52
tv show,ridley jones,"iara nemirovsky, laraine newman, david errigo jr, tyler shamy, ezra menas, ashlyn madden, sutton foster",united states,2021-07-13,2021,tv-y,kids' tv,ns473,1,season,3.55
movie,born to play,,united states,2021-07-12,2020,tv-ma,"documentaries, sports movies",ns474,93,min,3.49
movie,american ultra,"jesse eisenberg, kristen stewart, topher grace, connie britton, walton goggins, john leguizamo, bill pullman, tony hale, lavell crawford, stuart greer","united states, switzerland",2021-07-10,2015,r,"action & adventure, comedies",ns475,96,min,3.63
movie,the stand-up,"iva pazderková, lukáš pavlásek, daniel čech, petr cerha, ondřej havlík, radek petráš, zbyněk vičar, pavel tomeš, nela berg",,2021-07-10,2019,tv-ma,stand-up comedy,ns476,93,min,3.57
movie,the tour,"miloš knor, lukáš pavlásek, tomáš matonoha, ester kočičková, michal kavalčík, richard nedvěd",,2021-07-10,2016,tv-ma,"comedies, documentaries, international movies",ns477,93,min,3.44
tv show,atypical,"jennifer jason leigh, keir gilchrist, michael rapaport, brigette lundy-paine, amy okuda, jenna boyd, graham rogers, nik dodani",united states,2021-07-09,2021,tv-14,"tv comedies, tv dramas, teen tv shows",ns478,4,season,3.5
tv show,biohackers,"luna wedler, jessica schwarz, adrian julius tillmann, thomas prenn, jing xiang, caro cult, sebastian jakob doppelbauer",germany,2021-07-09,2021,tv-ma,"international tv shows, tv dramas, tv sci-fi & fantasy",ns479,2,season,3.53
movie,fear street part 2: 1978,"sadie sink, emily rudd, ryan simpkins, mccabe slye, ted sutherland, jordana spiro, gillian jacobs, kiana madeira, benjamin flores jr., ashley zukerman, olivia scott welch, chiara aurelia, jordyn dinatale",,2021-07-09,2021,r,horror movies,ns480,111,min,3.51
movie,finding hubby,"ade laoye, munachi abii, kehinde bankole, charles etubiebi, paul utomi, efa iwara, tina mba, tope tedela, demi banwo, teniola aladese, delroy norman, omowunmi dada",,2021-07-09,2020,tv-14,"comedies, dramas, international movies",ns481,105,min,3.59
movie,how i became a superhero,"pio marmaï, vimala pons, benoît poelvoorde, leïla bekhti, swann arlaud, gilles cohen, léonie souchaud, camille japy, louis peres, théo christine",,2021-07-09,2021,tv-ma,"action & adventure, dramas, international movies",ns482,101,min,3.56
tv show,how to become a tyrant,peter dinklage,,2021-07-09,2021,tv-ma,docuseries,ns483,1,season,3.6
movie,last summer,"fatih şahin, ece çeşmioğlu, halit özgür sarı, aslıhan malbora, eray ertüren, eren ören, ozan kaya oktu, talha öztürk, merve nur bengi, sümeyye aydoğan",,2021-07-09,2021,tv-ma,"dramas, international movies, romantic movies",ns484,102,min,3.6
movie,lee su-geun: the sense coach,lee su-geun,,2021-07-09,2021,tv-g,stand-up comedy,ns485,46,min,3.46
movie,lethal love,"david pinard, joelle farrow, torri higginson, tommie-amber pirie",,2021-07-09,2021,tv-14,thrillers,ns486,89,min,3.49
movie,ratchet and clank,"paul giamatti, john goodman, bella thorne, rosario dawson, jim ward, armin shimerman, vincent tong, andrew cownden, james arnold taylor, david kaye, sylvester stallone","hong kong, canada, united states",2021-07-09,2016,pg,"children & family movies, comedies, sci-fi & fantasy",ns487,94,min,3.6
tv show,the cook of castamar,"michelle jenner, roberto enríquez, hugo silva, maxi iglesias, maría hervás, agnès llobet, paula usero, jean cruz, óscar rabadán, fiorella faltoyano, nancho novo, silvia abascal, mónica lópez",,2021-07-09,2021,tv-ma,"international tv shows, romantic tv shows, spanish-language tv shows",ns488,1,season,3.55
tv show,virgin river,"alexandra breckenridge, martin henderson, tim matheson, annette o'toole, colin lawrence, jenny cooper, lauren hammersley",united states,2021-07-09,2021,tv-14,"romantic tv shows, tv dramas",ns489,3,season,3.57
movie,back to q82,"jassim al nabhan, abdel imam abdullah, abdulaziz el nassar, khalid muthafar, amal anbari, ali al-hamdaan, el hussein abd, nawaf al shemmeri, bashar abd alah, naser albouloshy","kuwait, united states",2021-07-08,2017,tv-14,"comedies, international movies",ns490,104,min,3.53
tv show,elize matsunaga: once upon a crime,,,2021-07-08,2021,tv-ma,"crime tv shows, docuseries, international tv shows",ns491,1,season,3.47
movie,home again,"reese witherspoon, michael sheen, candice bergen, nat wolff, jon rudnitsky, pico alexander, lake bell, reid scott, dolly wells, lola flanery, eden grace redfield, p.j. byrne",united states,2021-07-08,2017,pg-13,"comedies, dramas, romantic movies",ns492,97,min,3.59
movie,midnight sun,"bella thorne, patrick schwarzenegger, rob riggle, quinn shephard, suleka mathew, tiera skovbye, ken tremblett, norm misura, austin obiajunwa, nicholas coombe",united states,2021-07-08,2018,pg-13,"dramas, romantic movies",ns493,91,min,3.53
tv show,resident evil: infinite darkness,"nick apostolides, stephanie panisello, ray chase, jona xiao, billy kametz, joe j. thomas, doug stone, brad venable, toshiyuki morikawa, yuhko kaida, fumihiko tachiki, megumi han, kenji nojima, kazuhiko inoue, aruno tahara, mitsuru ogata","united states, japan",2021-07-08,2021,tv-ma,"anime series, tv horror, tv thrillers",ns494,1,season,3.58
movie,rock the kasbah,"bill murray, kate hudson, zooey deschanel, danny mcbride, scott caan, leem lubany, bruce willis, arian moayed, taylor kinney, glenn fleshler",united states,2021-07-08,2015,r,"comedies, music & musicals",ns495,106,min,3.56
movie,awon boyz,,,2021-07-07,2019,tv-ma,"documentaries, international movies",ns496,38,min,3.53
movie,brick mansions,"paul walker, david belle, rza, gouchy boy, catalina denis, ayisha issa, carlo rota, andreas apergis, richard zeman, robert maillet","france, canada, united states, spain",2021-07-07,2014,pg-13,"action & adventure, international movies",ns497,90,min,3.51
tv show,cat people,,,2021-07-07,2021,tv-14,docuseries,ns498,1,season,3.52
movie,clash,"omoni oboli, brian hooks, stephanie linus, merlisa determined, pascal atuma, derel isaac, naima sundiata, chealse howell, dashawn francis, percy anane-dwumfour",,2021-07-07,2020,tv-ma,"dramas, international movies",ns499,87,min,3.59
tv show,dogs,,united states,2021-07-07,2021,tv-pg,docuseries,ns500,2,season,3.52
movie,major grom: plague doctor,"tikhon zhiznevskiy, lyubov aksyonova, alexei maklakov, aleksandr seteykin, sergei goroshko, dmitriy chebotarev, mikhail evlanov, oleg chugunov, vitali khayev, anton bogdanov, nikita kologrivy, yuriy nasonov",,2021-07-07,2021,tv-ma,"action & adventure, international movies",ns501,138,min,3.61
movie,mama drama,"osas ighodaro, kunle remi, kehinde bankole, femi adebayo, shaffy bello, adunni ade, chinyere wilfred, olive emodi, rekiya attah, opeyemi ayeola",,2021-07-07,2020,tv-ma,"dramas, international movies",ns502,105,min,3.57
movie,tango with me,"genevieve nnaji, joseph benjamin, joke silva, tina mba, ahmed yerima, bimbo manuel, sade alder-hayes",nigeria,2021-07-07,2010,tv-14,"dramas, international movies, romantic movies",ns503,104,min,3.63
tv show,the mire,"andrzej seweryn, dawid ogrodnik, zofia wichłacz, magdalena walach, piotr fronczewski, agnieszka żulewska, ireneusz czop, zbigniew waleryś, jacek beler, nel kaczmarek",poland,2021-07-07,2021,tv-ma,"crime tv shows, international tv shows, tv dramas",ns504,2,season,3.61
tv show,the war next-door,"vanessa bauche, ana layevska, mark tacher, pascacio lópez, elyfer torres, armando said, christian vazquez, marco león, loreto peralta, isabella patrón, sara isabel quintero, cecilia de los santos vargas",,2021-07-07,2021,tv-ma,"international tv shows, spanish-language tv shows, tv comedies",ns505,1,season,3.54
movie,therapy,"richard mofe-damijo, ireti doyle, ermelinde simo sakah jing, alenne menget, syndy emade, lucie memba boss, neba godwill awantu, otia vitalis, flora ndula obassi, merits kayla",,2021-07-07,2020,tv-pg,"dramas, international movies",ns506,85,min,3.52
movie,this little love of mine,"saskia hampele, liam mcintyre, lynn gilmartin, craig horner",australia,2021-07-07,2021,tv-g,"international movies, romantic movies",ns507,92,min,3.61
movie,three thieves,"koye kekere ekun, shawn faqua, frank donga, lucianne akpabio, shaffy bello, angel unigwe, kalu ikeagwu, enado odigie, wofai egu ewa, eric obinna",,2021-07-07,2019,tv-14,"comedies, international movies",ns508,108,min,3.57
movie,a land imagined,"peter yu, liu xiaoyi, guo yue, ishtiaque zico, jack tan","france, netherlands, singapore",2021-07-06,2019,tv-ma,"dramas, international movies",ns509,95,min,3.47
tv show,ask the storybots,"judy greer, erin fitzgerald, fred tatasciore, jeff gill, gregg spiridellis, evan spiridellis",united states,2021-07-06,2019,tv-y,kids' tv,ns510,3,season,3.54
tv show,between,"jennette mccurdy, jesse carere, ryan allen, justin kelly, kyle mac, jack murray, brooke palsson, jim watson, wesley morgan, krystal hope nausbaum, shailene garnett, canute gomes, sarah podemski, shailyn pierre-dixon, jesse bostick, steven grayhm, percy hynes white, mercedes morris, samantha munro",canada,2021-07-06,2016,tv-14,"international tv shows, tv dramas, tv mysteries",ns511,2,season,3.63
tv show,chelsea,,united states,2021-07-06,2017,tv-ma,"stand-up comedy & talk shows, tv comedies",ns512,2,season,3.51
tv show,code lyoko,"raphaelle bruneau, sophie landresse, marie-line landerwyn, géraldine frippiat, carole baillien, bruno mullenaerts, frédéric meaux","france, belgium",2021-07-06,2007,tv-y7,kids' tv,ns513,4,season,3.54
tv show,colony,"josh holloway, sarah wayne callies, peter jacobson, amanda righetti, tory kittles, isabella crovetti, alex neustaedter",united states,2021-07-06,2018,tv-14,"tv action & adventure, tv dramas, tv sci-fi & fantasy",ns514,3,season,3.49
tv show,cuckoo,"andy samberg, taylor lautner, greg davies, helen baxendale, tamla kari, tyger drew-honey, esther smith",united kingdom,2021-07-06,2019,tv-ma,"british tv shows, international tv shows, tv comedies",ns515,5,season,3.57
tv show,derry girls,"saoirse-monica jackson, nicola coughlan, louisa harland, jamie-lee o'donnell, dylan llewellyn, tara lynne o'neill, kathy kiera clarke, tommy tiernan, ian mcelhinney, siobhan mcsweeney",united kingdom,2021-07-06,2019,tv-ma,"british tv shows, international tv shows, tv comedies",ns516,2,season,3.57
tv show,girl from nowhere,"chicha amatayakul, thanawetch siriwattanakul, pajaree nantarat, thitinan khlangphet, chonnikan netjui, nutthasit kotimanuswanich, tatchapol thitiapichai, chanicha boonpanuvichit, morakot liu, ekawat niratvorapanya, anuchit sapanpong, awat ratanapintha, claudia chakrapan, piyathida woramusik, apasiri kittithanon, kunchanuj kengkarnka, nutnicha lueanganankhun",thailand,2021-07-06,2021,tv-ma,"international tv shows, tv dramas, tv mysteries",ns517,2,season,3.57
tv show,good morning call,"haruka fukuhara, shunya shiraishi, dori sakurada, moe arai, kentaro, shugo nagashima, koya nagasawa, hinako tanaka, tomoharu hasegawa, tomoko fujita, erika mori, kei tanaka, yosuke sugino, maryjun takahashi, itsuki sagara, madoka yoshida",japan,2021-07-06,2017,tv-14,"international tv shows, romantic tv shows, tv comedies",ns518,2,season,3.49
movie,har kisse ke hisse: kaamyaab,"sanjay mishra, deepak dobriyal, sarika singh, isha talwar, avtar gill, kaurwakee vashistha, amitabh srivastava, vikas verma",india,2021-07-06,2020,tv-14,"dramas, international movies",ns519,105,min,3.59
tv show,i am a killer,,united kingdom,2021-07-06,2020,tv-ma,"british tv shows, crime tv shows, docuseries",ns520,2,season,3.53
tv show,i think you should leave with tim robinson,"tim robinson, andy samberg, sam richardson, will forte, fred willard, cecily strong, tim heidecker, kate berlant",united states,2021-07-06,2021,tv-ma,tv comedies,ns521,2,season,3.53
tv show,kim's convenience,"paul sun-hyung lee, jean yoon, andrea bang, simu liu, andrew phung, nicole power",canada,2021-07-06,2021,tv-ma,"international tv shows, tv comedies",ns522,5,season,3.44
tv show,larva,,russia,2021-07-06,2015,tv-y7,"kids' tv, korean tv shows, tv comedies",ns523,3,season,3.58
tv show,marcella,"anna friel, nicholas pinnock, sinéad cusack, nina sosanya, harry lloyd, laura carmichael, maeve dermody, ray panthaki, ian puleston-davies, patrick baladi, florence pugh, jamie bamber, charlie covell, andrew lancel, jack doolan, tobias santelmann, stephen lord, ben cura, imogen faires",united kingdom,2021-07-06,2019,tv-ma,"british tv shows, crime tv shows, international tv shows",ns524,3,season,3.55
tv show,midnight diner: tokyo stories,"kaoru kobayashi, joe odagiri, mansaku fuwa, reiko kataoka, koen kondo, bsaku sato, hirofumi arai, mamiko itoh, yuma yamoto, yoshinori okada, ah-sung ko, kosuke toyohara, yoshiyuki morishita, junko miyashita, tamaki ogawa, toru kazama, kotaro shiga, mitsuru hirata, toshiki ayata, shohei uno, tamae ando, risa sudou, asako kobayashi, takashi yamanaka, yutaka matsushige, ken mitsuishi, mikako tabe, kimiko yo",japan,2021-07-06,2019,tv-ma,"international tv shows, tv dramas",ns525,2,season,3.6
tv show,my little pony: friendship is magic,"ashleigh ball, tabitha st. germain, tara strong, andrea libman, cathy weseluck, nicole oliver","united states, canada",2021-07-06,2018,tv-y,kids' tv,ns526,8,season,3.59
tv show,orange is the new black,"taylor schilling, kate mulgrew, laura prepon, jason biggs, natasha lyonne, michael harney, uzo aduba, danielle brooks, samira wiley, dascha polanco, selenis leyva, nick sandow, yael stone, taryn manning, lea delaria, matt mcgorry, emma myles, vicky jeudy, laverne cox, pablo schreiber, lori petty, ruby rose, adrienne c. moore, jackie cruz, elizabeth rodriguez",united states,2021-07-06,2019,tv-ma,"tv comedies, tv dramas",ns527,7,season,3.53
tv show,puffin rock,"chris o'dowd, kate mccafferty, sally mcdaid, geraldine cole, brian mcmonagle, darragh gargan","ireland, united states, united kingdom",2021-07-06,2016,tv-y,kids' tv,ns528,2,season,3.46
movie,rehmataan,"guggu gill, sukhjinder shera, surinder shinda, deep dhillon, jasmine jassi, gurvinder brar, razia sukhvir, raj virk",india,2021-07-06,2012,tv-14,"dramas, international movies, romantic movies",ns529,116,min,3.54
movie,return of the prodigal son,"majida el roumi, souheir el morshidy, shoukry sarhan, huda sultan, mahmoud el meleigy, ahmad mehrez, hesham selim",egypt,2021-07-06,1976,tv-ma,"dramas, international movies",ns530,124,min,3.46
tv show,richie rich,"jake brennan, joshua carlon, lauren taylor, jenna ortega, kiff vandenheuvel, brooke wexler",united states,2021-07-06,2015,tv-g,"kids' tv, tv comedies",ns531,2,season,3.54
movie,rise: ini kalilah,"remy ishak, mira filzah, jack tan, sangeeta krishnasamy, shashi tharan, mark o'dea, jenn chia, sharifah sakinah",malaysia,2021-07-06,2018,tv-pg,"dramas, international movies",ns532,101,min,3.44
tv show,scream,"willa fitzgerald, bex taylor-klaus, john karna, amadeus serafini, connor weil, carlson young, jason wiles, tracy middendorf, tom maden, bobby campo, santiago segura, mike vaughn",united states,2021-07-06,2019,tv-ma,"crime tv shows, tv horror, tv mysteries",ns533,3,season,3.45
tv show,shtisel,"doval'e glickman, michael aloni, ayelet zurer, neta riskin, shira haas, sarel piterman, zohar shtrauss, orly silbersatz banai, sasson gabai, shlomo shitrit",israel,2021-07-06,2021,tv-14,"international tv shows, tv dramas",ns534,3,season,3.56
movie,si doel the movie 2,"maudy koesnaedi, rano karno, cornelia agatha, mandra naih, aminah tjendrakasih, suty karno, adam jagwani",indonesia,2021-07-06,2019,tv-g,"dramas, international movies",ns535,95,min,3.45
